text,account_age,posting_frequency,label,split,source
Praise God for the financial breakthrough! Finally paid off all my debts. 🙏,95,0.93,0,train,real
Blocked na yung RCBC card mo dahil sa suspicious activity. Unblock dito: bit.ly/earn3446. Asap ha!,17,27.04,1,train,real
Inviting everyone to our free medical mission tomorrow morning at Villa Esmeralda.,2158,0.43,0,test,real
China Bank anti-fraud team here. We've detected suspicious activity. Please provide the verification code for your protection.,221,14.24,1,train,real
"POEA-accredited agency hiring for Saudi Arabia! ad clicker position, $50/month salary. No placement fee. PM me.",116,3.48,1,val,real
"Looking for people interested in part-time data entry? Sabi nila secure a high-paying slot, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko.",49,16.87,1,train,real
"Congratulations! You won ₱2,500 from BPI's loyalty program! Claim your prize: forms.gle/1186.",7,12.97,1,train,real
"Selling my pre-loved office chair, ₱800. Meet-up lang sa Calamba, no COD po sorry.",94,11.7,0,train,synthetic_supplement
"Happy Sunday! nag-shoot ako ng photos sa hapon, then naglaan ako ng time para magpahinga. Worth it yung effort.",1335,2.16,0,train,real
"Earn ₱3,000 per day by liking products online! No experience needed. Start here: cutt.ly/2193.",6,8.45,1,train,real
"Lods, legit lending yan. ₱200,000 agad ma-aapprove ka basta magbayad ka lang ng ₱150 processing fee. Try mo: wa.me/5036.",1490,14.64,1,train,real
"Selling event tickets at discounted price — ₱1,000! Transfer payment first, will send e-ticket after.",18,9.25,1,train,real
"🚨 EARTHQUAKE ALERT: Magnitude 5.7 tremor recorded off the coast of Sorsogon, tsunami advisory currently being assessed. https://phivolcs.dost.gov.ph/1695",2795,17.77,0,test,synthetic_hazard_fix
Photos from @ABSCBNNews show the extent of the damage in Batangas following last night's storm. https://cnnphilippines.com/5896,1629,10.36,0,train,synthetic_bias_fix
"You are Invited!
Join us this Sunday for a worship-filled morning.
📌See you all at 𝗩𝗶𝗹𝗹𝗮 𝗘𝘀𝗺𝗲𝗿𝗮𝗹𝗱𝗮 𝗖𝗹𝘂𝗯𝗵𝗼𝘂𝘀𝗲, 𝗦𝗮𝗻𝘁𝗮 𝗥𝗼𝘀𝗮, 𝗟𝗮𝗴𝘂𝗻𝗮 at 9:30AM.
#FaithCommunity
#SundayBlessings
#BreadofLifeMinistriesPrayerMeeting
#PrayerWorks",2103,3.34,0,train,synthetic_hashtag_fix
"DSWD salary loan schedule released na daw, check niyo na lang sa member portal, hindi sa Messenger. Take care everyone.",107,5.38,0,train,synthetic_supplement
no minimum order.. 🤭 ONHAND TODAY ANG DELIVER PERO NO EXACT TIME PO.. Diolyn's Bakery SPECIAL Egg Pie ‼️,243,2.94,0,test,synthetic_emoji_giveaway_fix
"Ingat guys, may nagtetext na humihingi ng OTP for GCash verification, wag niyo ibibigay.",1433,2.12,0,train,real
Your Maya account is under review. Submit verification documents here: t.me/group2944 or your balance will be frozen.,84,2.83,1,train,real
Don't miss the acoustic night this Friday! Live band starting at 8PM in Makati.,477,2.32,0,train,real
Security Bank notice: Your account may be temporarily locked. Please review the transaction immediately using the page sent in this message before your access is restricted.,56,19.17,1,train,real
"After a busy day, biglang lumamig yung weather. Tomorrow ulit. Worth it yung effort.",2096,0.11,0,val,real
Nagising ako nang maaga today. First time in a long time!,658,0.65,0,train,real
Today felt simple: nag-try ako ng bagong recipe. Worth it yung effort.,4,1.03,0,train,real
Ang cute ng pamangkin ko! Bagong tawa niya ang highlight ng araw ko.,1463,1.18,0,val,real
Bakit down ang GCash ngayon? Di tuloy ako makapagbayad using my BPI account.,664,0.41,0,train,real
"the flyover SECTION COLLAPSES

Situation this morning at the collapsed section of the flyover in Tarlac City. The incident was reported last night during heavy rains brought by the southwest monsoon. | via @PCO_gov https://manilabulletin.com.ph/7597",2544,14.57,0,test,synthetic_bias_fix
"Mga lods, naglaro kami hanggang madaling-araw. Needed that break today. Walang grand plan, enjoy lang muna.",1716,1.5,0,val,real
Nag-aral ako buong gabi for the midterms. Coffee is my best friend.,47,1.68,0,train,real
"₱1,500 per task — just rate products on our app! Payout via ShopeePay. Start: link.ph/7550.",79,11.64,1,test,real
Nag-sell ako ng preloved items online. Decluttering while earning!,741,9.43,0,test,real
Bible reading before bed — best habit I've developed this year.,2341,0.15,0,train,real
Today felt simple: ang daming deadline this week. Sulit naman kahit pagod.,1992,1.12,0,train,real
Need help — nag-change ng password yung Landbank account ko hindi ko ginawa. Pa-send yung code para ma-revert!,20,10.67,1,train,real
RCBC notice: Your account has been temporarily suspended. Please verify your identity at tinyurl.com/free7051 to restore access.,38,15.93,1,train,real
Nakakastress ang exam kanina. Sana pumasa ako! 📚,2401,1.24,0,val,real
Sino gusto sumali sa basketball liga? Registration is at Quezon City barangay hall.,1710,0.42,0,test,real
Annual physical exam today. Prevention is better than cure!,3,0.14,0,train,real
Working overtime again tonight. Pagod pero kailangan talaga.,1617,1.1,0,train,real
Help po! Na-compromise yung ShopeePay account ko. Paki-send ng verification code para ma-recover ko.,1288,15.63,1,train,real
Pre-order na! Nintendo Switch arriving in tatlong araw. Slot payment: ₱500. Balance upon arrival.,47,2.27,1,val,real
"Jeff Bezos announced a satellite internet expansion is rolling out next month. No press conference, just a short post — sparking plenty of speculation online.",257,3.05,0,train,synthetic_emoji_giveaway_fix
"P10000 cash grant galing sa SSS AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",23,10.2,1,val,real
"Sis/Bro, pa-reserve na kayo. Samsung Galaxy S24 — $200. Marami nang nag-inquire. First come, first served!",25,21.65,1,train,real
"Open for lunch and dinner orders
May free delivery po kami ngayon, order na!
Mainit po namin dedeliver:

Kusina ni Ate
Physical Store @ 26 55
🛵 Free Delivery for a Minimum Order of P 50
Sunny Monday
 09 -07 -26
Today's Menu
Fried Dalagang Bukid -65
Patola w/ Miswa -55
Lumpiang Shanghai -25
Ginisang Munggo -70
Adobong Chicken Liver -65
Boneless Fish Steak -65
Ginataang Langka -50
Kare-Kare -25❌❌
Pork Dinuguan -60
Beef Caldereta -30
",1829,1.7,0,train,synthetic_menu_fix
Nag-aral ako buong gabi for the midterms. Coffee is my best friend.,2179,1.72,0,train,real
PHIVOLCS Seismic Bulletin: aftershocks continue to be felt in Negros Occidental following last night's earthquake. Residents advised to check structures for damage. https://ndrrmc.gov.ph/5320,637,21.18,0,train,synthetic_hazard_fix
"No credit history needed! Get ₱50,000 approved today. Simple requirements + ₱200 fee: wa.me/9116.",13,3.69,1,train,real
Naka-graduate na ako finally! Salamat sa suporta ng buong pamilya. Wag kayo padala ha.,68,3.55,0,train,synthetic_supplement
"Ayusin mo na yung Security Bank account mo, baka ma-deactivate. Click mo lang to: link.ph/2454.",90,2.12,1,train,real
Today felt simple: naglinis ako ng garden. Worth it yung effort.,2230,1.93,0,train,real
Started going to the gym again today. Ang sakit ng legs ko!,296,0.64,0,train,real
"Mga lods, paulit-ulit kong pinapakinggan yung bagong playlist. Needed that break today. Simple things pero nakaka-good mood.",1134,2.34,0,train,real
"P5000 cash grant galing sa Pag-IBIG AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",19,7.63,1,train,real
Sharing the highlights from last week's Sunday Service. Come and join us every Sunday at Cabuyao at 9:30 AM.,2748,0.75,0,val,real
Nag-hike kami sa BGC — ang ganda ng view sa top! Worth the climb.,812,2.08,0,val,real
"🎁🎉 HUWAG PALAMPASIN! 👉 ₱10,000 cash prize, i-claim mo na dito verify-reward.club 🔥 today only 📩",201,4.66,1,val,synthetic_emoji_giveaway_fix
Sharing the highlights from last week's Sunday Service. Come and join us every Sunday at Villa Esmeralda at 9:30 AM.,1072,1.05,0,train,real
"SSS NOTICE: You have an unclaimed benefit of ₱5,000. Claim now before it expires: wa.me/6427.",90,2.72,1,train,real
Free mountain bike for the first 50 registrants! Sign up now: forms.gle/6029. Shipping fee of ₱100 lang.,14,3.53,1,val,real
"Ayusin mo na yung EastWest Bank account mo, baka ma-deactivate. Click mo lang to: link.ph/5257.",347,16.38,1,train,real
UnionBank notice: A security review is required. Please confirm your mobile number using the page sent in this message before your access is restricted.,45,21.88,1,train,real
"Earn $1,000 weekly just by watching ads and completing surveys! Register: shorturl.at/7993.",25,8.02,1,train,real
"May bago nanaman na earning app! ₱1,000 sign up bonus. Withdraw agad sa GCash! cutt.ly/4738.",5,10.27,1,train,real
"Ma'am/Sir, approved na po yung loan application niyo ng ₱200,000. Kailangan lang po ng ₱250 processing fee bago ma-release.",3,22.7,1,test,real
Don't miss the acoustic night this Friday! Live band starting at 8PM in Quezon City.,1479,1.54,0,train,real
"Finally, natapos ko rin yung report. Ang simple ng araw pero okay lang. Small progress is still progress.",1746,1.42,0,train,real
Thank God for the blessing of a new job! Grateful ako sa opportunity kahit starting pa lang.,1274,1.59,0,train,real
Industry watchers are debating what Sam Altman's latest post about a new payment feature really means for the market this quarter.,1250,1.01,0,train,synthetic_emoji_giveaway_fix
"BREAKING: Fire reported in Metro Manila this afternoon, several units responding. No casualties reported so far. Updates: https://gmanetwork.com/3443",1588,5.99,0,train,synthetic_bias_fix
May $100 na pending cash-in sa GCash ko. Need yung code na na-send sa number mo para ma-receive ko.,2,28.61,1,train,real
You are invited to our annual barangay fiesta! See you all tomorrow at the Calamba covered court.,1505,0.45,0,train,real
Finally set up my emergency fund — 6 months worth of expenses. Feels secure!,1364,1.3,0,train,real
Work from home opportunity — like and review products for ₱500/day! Free training provided. wa.me/9420.,357,9.34,1,train,real
Naglaro kami ng board games ng barkada. Ang saya! Walang phones allowed.,324,2.77,0,train,real
"Now taking orders for today
May free delivery po kami ngayon, order na!
Mainit po namin dedeliver:

Nena's Kitchen
Physical Store @ 8 9
🛵 Free Delivery for a Minimum Order of P 100
Humid Wednesday
 03 -12 -26
Today's Menu
Pork in BBQ Sauce -25
Ginisang Kalabasa -45
Lumpiang Shanghai -35
Pork Embotido -20
Pork Steak -50
Pork Sinigang -25❌❌
God bless po sa lahat!",399,3.1,0,train,synthetic_menu_fix
"May Nintendo Switch ako for sale — ₱5,000. Meetup or ship, pero need deposit ₱150 muna para sure.",40,14.76,1,train,real
"Available for lunch and late lunch
Rainy day special, free delivery within the area
Mainit po namin dedeliver:

Home Bites PH
Physical Store @ 8 60
🛵 Free Delivery for a Minimum Order of P 100
Rainy Saturday
 02 -18 -26
Today's Menu
Sweet and Sour Chicken Fillet -35❌❌
Pork in BBQ Sauce -45
Adobong Chicken Liver -60
Pork Sinigang -30❌❌
Patola w/ Miswa -45❌❌
Pork Steak -50
Lumpiang Shanghai -45❌❌
Chicken Adobo -70❌❌
Ginisang Kalabasa -60❌❌
God bless po sa lahat!",277,5.55,0,test,synthetic_menu_fix
Maya delivery update: Your order has been flagged. Verify your account to receive it: rebrand.ly/3431.,13,29.91,1,test,real
"💰 Winner ka ba? 🎁 Check mo agad dito https://t.me/LuckyWin_Hub4586 💥 ₱50,000 ang premyo, konting slots na lang ✅",15,24.81,1,train,synthetic_emoji_giveaway_fix
"Grabe, bumalik ako sa gym. Ang simple ng araw pero okay lang. Small progress is still progress.",894,2.98,0,val,real
DSWD payout is ready! I-claim ang P2500 dito sa link na ito: gcash-rewards-ph.net,43,24.57,1,train,real
"Lods, legit to! Nag-earn ako ng ₱5,000 kahapon lang sa pag-like ng products. Try mo: tinyurl.com/free7537.",95,13.18,1,test,real
"Flash sale: Air Jordan at $1,000 only! Regular price is triple. Grab yours: cutt.ly/2094.",42,19.25,1,train,real
"the flyover SECTION COLLAPSES

Situation this morning at the collapsed section of the flyover in Batangas. The incident was reported last night during heavy rains brought by the southwest monsoon. | via @PCO_gov https://philstar.com/9127",2219,4.98,0,val,synthetic_bias_fix
"Late-night thoughts, ang daming deadline this week. Sana mas relaxed ang next few days.",610,16.02,0,test,real
Bought stocks for the first time today. Small amount lang pero excited pa rin. Long-term investment naman.,184,4.3,0,val,real
Nag-picnic kami sa park ng buong family. Simple but memorable.,1666,9.9,0,test,real
"Sa mga naghahanap ng extra income, this online commission job offer says you can receive a large shopping voucher. connect your wallet for verification, lods. open until midnight only.",38,14.51,1,test,real
Invest wisely! Our company is SEC-registered and has been paying members for 2 years. Start with ₱150: rebrand.ly/1005.,145,16.85,1,train,real
URGENT: Your BPI account is being accessed right now. Send us the OTP immediately to lock it down.,56,3.67,1,test,real
You are invited to our annual barangay fiesta! See you all tomorrow at the San Pedro covered court.,2545,0.88,0,train,real
You're in! ₱100 lang ang registration fee for the online tutor position. Deducted sa first salary mo.,27,8.41,1,val,real
Bakit down ang GCash ngayon? Di tuloy ako makapagbayad using my BDO account.,394,3.11,0,val,real
Nakakastress ang exam kanina. Sana pumasa ako! 📚,2569,2.31,0,val,real
🚨 TSUNAMI WARNING lifted for coastal areas of Zambales after this morning's offshore earthquake. https://pagasa.dost.gov.ph/9709,1374,12.73,0,train,synthetic_hazard_fix
"Sis pasuyo naman, pa-receive ng P2500 sa GCash mo, may error kasi app ko ngayon.",15,28.99,1,train,real
"P10000 cash grant galing sa PhilHealth AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",11,25.37,1,val,real
"Grabe, ang bilis ma-approve! ₱50,000 loan ko, ₱999 lang binayad ko. Legit talaga: t.me/group5497.",8,20.65,1,train,real
"Grabe, nag-try ako ng bagong recipe. Ang simple ng araw pero okay lang. Walang grand plan, enjoy lang muna.",2000,2.92,0,test,real
"Sis pasuyo naman, pa-receive ng P2500 sa Coins.ph mo, may error kasi app ko ngayon.",56,5.8,1,val,real
You are invited to our annual barangay fiesta! See you all tomorrow at the Calamba covered court.,2965,2.51,0,train,real
Nag-open ako ng separate account for travel savings. Hopefully enough na by next year.,1317,1.64,0,val,real
Kumita ng P5000 araw-araw by just liking YouTube videos. Message me on WhatsApp to start!,26,10.6,1,train,real
"Mga lods, naglaro kami hanggang madaling-araw. Needed that break today. Nakakatuwa rin pala yung ganitong routine.",2864,2.04,0,train,real
"Good news! If you want online raffle, they claim you can secure a high-paying slot. Message me ASAP and don't miss it. first come, first served.",66,4.51,1,test,real
"Aquino Bridge SECTION COLLAPSES

Situation this morning at the collapsed section of Aquino Bridge in Cagayan Valley. The incident was reported last night during heavy rains brought by the southwest monsoon. | via @ChrisSitson https://rappler.com/8839",837,18.8,0,train,synthetic_bias_fix
"Nag-iipon ka pa rin sa bangko? Mag-invest ka na! ₱100,000 monthly returns guaranteed: cutt.ly/2600.",285,17.0,1,train,real
Went for a run sa Eastwood this morning. Ang refreshing!,1499,1.48,0,val,real
Nag-open ako ng separate account for travel savings. Hopefully enough na by next year.,2371,1.91,0,val,real
"Kuya, may nag-request ng $500 transfer sa Maya ko. Pa-send ng code para ma-cancel ko. Please lang!",25,15.24,1,test,real
"After a busy day, biglang lumamig yung weather. Tomorrow ulit. Sana mas relaxed ang next few days.",1768,2.45,0,train,real
